0.0,1.929,0.0,1.581,0.0,0.547,0.0,0.482,0.0,0.483,0.0,0.414,0.0,0.387,0.0,0.436,0.0,0.38,0.0,0.528,
0.0,1.183,0.0,12.547,0.0,1.148,0.0,1.052,0.0,1.451,0.0,1.407,0.0,1.053,0.0,1.606,0.0,1.048,0.0,1.078,
0.0,1.836,0.0,2.723,0.0,1.892,0.0,1.991,0.0,1.871,0.0,2.075,0.0,1.707,0.0,1.766,0.0,1.814,0.0,1.961,
0.0,3.881,0.0,82.643,0.0,4.332,0.0,3.646,0.0,4.215,0.0,4.278,0.0,3.594,0.0,3.834,0.0,3.775,0.0,4.205,
0.0,6.563,0.0,7.085,0.0,6.34,0.0,5.739,0.0,5.964,0.0,7.542,0.0,6.105,0.0,5.368,0.0,6.184,0.0,8.226,
0.0,8.125,0.0,53.079,0.0,8.527,0.0,7.471,0.0,7.937,0.0,9.564,0.0,7.368,0.0,7.418,0.0,8.088,0.0,8.681,
0.0,9.096,0.0,14.638,0.0,9.906,0.0,8.668,0.0,9.351,0.0,11.992,0.0,8.134,0.0,9.26,0.0,9.21,0.0,10.959,
0.0,10.626,0.0,71.298,0.0,11.995,0.0,10.627,0.0,10.586,0.0,13.616,0.0,10.23,0.0,10.624,0.0,11.16,0.0,12.783,
0.0,12.835,0.0,23.878,0.0,14.135,0.0,12.852,0.0,12.789,0.0,20.814,0.0,12.507,0.0,12.44,0.0,13.346,0.0,17.673,
0.0,15.432,0.0,80.773,0.0,17.139,0.0,16.153,0.0,15.939,0.0,23.217,0.0,14.552,0.0,15.969,0.0,16.117,0.0,19.912,
